city,town,n_trade_areas,total_town_store_count,town_lat,town_lon,vol_과학·기술,vol_교육,vol_보건의료,vol_부동산,vol_소매,vol_수리·개인,vol_숙박,vol_시설관리·임대,vol_예술·스포츠,vol_음식,town_label_ko,dom_cluster_id,dom_cluster_store_count,dom_cluster_label,description_ko
광진구,중곡2동,10,1163,37.55863236705469,127.08392686704126,163,107,49,66,219,185,10,67,59,238,중형 음식 상권,1,470,소형 소매 상권,"분석 결과, 광진구 중곡2동은(는) 전반적으로 [중형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 1,163개의 점포 중, 약 470개가 이 핵심 상권 유형에 해당합니다."
광진구,중곡3동,10,764,37.567647137998044,127.08258627293799,75,35,25,45,161,116,10,42,38,217,중형 음식 상권,1,321,소형 소매 상권,"분석 결과, 광진구 중곡3동은(는) 전반적으로 [중형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 764개의 점포 중, 약 321개가 이 핵심 상권 유형에 해당합니다."
광진구,중곡4동,10,899,37.558292572097606,127.08962740833576,86,65,31,37,233,120,10,45,48,224,중형 소매 상권,1,404,소형 소매 상권,"분석 결과, 광진구 중곡4동은(는) 전반적으로 [중형 소매 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 899개의 점포 중, 약 404개가 이 핵심 상권 유형에 해당합니다."
광진구,화양동,10,2329,37.544054289273554,127.07045264257506,261,109,60,91,350,209,84,96,156,913,대형 음식 상권,1,837,소형 소매 상권,"분석 결과, 광진구 화양동은(는) 전반적으로 [대형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 2,329개의 점포 중, 약 837개가 이 핵심 상권 유형에 해당합니다."
구로구,가리봉동,10,698,37.482364823175864,126.88849831664429,40,20,11,28,173,87,44,36,78,181,중형 음식 상권,1,370,소형 소매 상권,"분석 결과, 구로구 가리봉동은(는) 전반적으로 [중형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 698개의 점포 중, 약 370개가 이 핵심 상권 유형에 해당합니다."
구로구,개봉1동,10,1004,37.499812027789346,126.8512707229119,74,76,39,45,256,166,6,30,50,262,중형 음식 상권,1,426,소형 소매 상권,"분석 결과, 구로구 개봉1동은(는) 전반적으로 [중형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 1,004개의 점포 중, 약 426개가 이 핵심 상권 유형에 해당합니다."
구로구,개봉2동,10,642,37.49232179177172,126.85634555495639,28,89,42,30,135,105,5,12,34,162,소형 음식 상권,1,258,소형 소매 상권,"분석 결과, 구로구 개봉2동은(는) 전반적으로 [소형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 642개의 점포 중, 약 258개가 이 핵심 상권 유형에 해당합니다."
구로구,개봉3동,10,575,37.48688162753026,126.85476475871788,35,53,20,27,128,100,1,15,24,172,소형 음식 상권,1,215,소형 소매 상권,"분석 결과, 구로구 개봉3동은(는) 전반적으로 [소형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 575개의 점포 중, 약 215개가 이 핵심 상권 유형에 해당합니다."
구로구,고척1동,10,972,37.5007577228174,126.86302740061906,73,88,39,25,238,120,10,32,68,279,중형 음식 상권,1,412,소형 소매 상권,"분석 결과, 구로구 고척1동은(는) 전반적으로 [중형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 972개의 점포 중, 약 412개가 이 핵심 상권 유형에 해당합니다."
구로구,고척2동,10,903,37.50437202451614,126.8545394988445,75,101,34,41,233,134,3,31,42,209,중형 소매 상권,1,384,소형 소매 상권,"분석 결과, 구로구 고척2동은(는) 전반적으로 [중형 소매 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 903개의 점포 중, 약 384개가 이 핵심 상권 유형에 해당합니다."
구로구,구로1동,9,273,37.49375930760498,126.8744681467644,12,48,8,17,59,38,0,5,13,73,소형 음식 상권,1,102,소형 소매 상권,"분석 결과, 구로구 구로1동은(는) 전반적으로 [소형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 273개의 점포 중, 약 102개가 이 핵심 상권 유형에 해당합니다."
구로구,구로2동,10,1982,37.49660525093206,126.88200652513103,342,72,57,86,499,197,38,112,75,504,대형 음식 상권,1,867,소형 소매 상권,"분석 결과, 구로구 구로2동은(는) 전반적으로 [대형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 1,982개의 점포 중, 약 867개가 이 핵심 상권 유형에 해당합니다."
구로구,구로3동,10,4118,37.48428192357221,126.89604347227605,1638,236,76,156,505,193,38,296,112,868,대형 과학·기술 상권,1,1183,소형 소매 상권,"분석 결과, 구로구 구로3동은(는) 전반적으로 [대형 과학·기술 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 4,118개의 점포 중, 약 1,183개가 이 핵심 상권 유형에 해당합니다."
구로구,구로4동,10,1299,37.490853752744805,126.88933621890422,67,40,54,41,400,119,37,67,94,380,대형 소매 상권,1,693,소형 소매 상권,"분석 결과, 구로구 구로4동은(는) 전반적으로 [대형 소매 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 1,299개의 점포 중, 약 693개가 이 핵심 상권 유형에 해당합니다."
구로구,구로5동,10,2069,37.50232600469245,126.88872533270032,194,89,46,70,717,178,20,89,93,573,대형 소매 상권,1,1035,소형 소매 상권,"분석 결과, 구로구 구로5동은(는) 전반적으로 [대형 소매 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 2,069개의 점포 중, 약 1,035개가 이 핵심 상권 유형에 해당합니다."
구로구,수궁동,10,508,37.49404222721061,126.8275809466019,47,56,11,23,122,74,3,20,20,132,소형 음식 상권,1,199,소형 소매 상권,"분석 결과, 구로구 수궁동은(는) 전반적으로 [소형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 508개의 점포 중, 약 199개가 이 핵심 상권 유형에 해당합니다."
구로구,신도림동,10,949,37.50776708652122,126.88334989883288,70,124,40,36,224,100,1,26,43,285,중형 음식 상권,1,370,소형 소매 상권,"분석 결과, 구로구 신도림동은(는) 전반적으로 [중형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 949개의 점포 중, 약 370개가 이 핵심 상권 유형에 해당합니다."
구로구,오류1동,10,780,37.49612718953396,126.84309569892291,79,42,41,39,176,89,22,36,36,220,중형 음식 상권,1,350,소형 소매 상권,"분석 결과, 구로구 오류1동은(는) 전반적으로 [중형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 780개의 점포 중, 약 350개가 이 핵심 상권 유형에 해당합니다."
구로구,오류2동,10,803,37.489215616641324,126.84048634146627,50,128,32,38,182,114,6,24,38,191,중형 음식 상권,1,320,소형 소매 상권,"분석 결과, 구로구 오류2동은(는) 전반적으로 [중형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 803개의 점포 중, 약 320개가 이 핵심 상권 유형에 해당합니다."
구로구,항동,10,439,37.48048734204575,126.82192307005343,119,78,11,20,65,35,1,18,20,72,소형 과학·기술 상권,1,135,소형 소매 상권,"분석 결과, 구로구 항동은(는) 전반적으로 [소형 과학·기술 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 439개의 점포 중, 약 135개가 이 핵심 상권 유형에 해당합니다."
금천구,가산동,10,10081,37.47756146216493,126.88481687062529,5101,340,91,445,1460,363,56,701,138,1386,대형 과학·기술 상권,1,2891,소형 소매 상권,"분석 결과, 금천구 가산동은(는) 전반적으로 [대형 과학·기술 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 10,081개의 점포 중, 약 2,891개가 이 핵심 상권 유형에 해당합니다."
금천구,독산1동,10,1755,37.46743204870661,126.89475159975424,260,97,50,85,339,243,25,70,85,501,대형 음식 상권,1,654,소형 소매 상권,"분석 결과, 금천구 독산1동은(는) 전반적으로 [대형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 1,755개의 점포 중, 약 654개가 이 핵심 상권 유형에 해당합니다."
금천구,독산2동,10,656,37.46386908215859,126.90127114370507,53,44,24,23,141,110,5,26,30,200,소형 음식 상권,1,249,소형 소매 상권,"분석 결과, 금천구 독산2동은(는) 전반적으로 [소형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 656개의 점포 중, 약 249개가 이 핵심 상권 유형에 해당합니다."
금천구,독산3동,10,1138,37.47604404369047,126.90292717524471,112,50,35,42,312,141,10,38,70,328,중형 음식 상권,1,507,소형 소매 상권,"분석 결과, 금천구 독산3동은(는) 전반적으로 [중형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 1,138개의 점포 중, 약 507개가 이 핵심 상권 유형에 해당합니다."
금천구,독산4동,10,573,37.46920437835536,126.90146519525263,41,30,8,24,113,85,11,15,43,203,소형 음식 상권,1,214,소형 소매 상권,"분석 결과, 금천구 독산4동은(는) 전반적으로 [소형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 573개의 점포 중, 약 214개가 이 핵심 상권 유형에 해당합니다."
금천구,시흥1동,10,1958,37.45362123680571,126.90164268989224,181,117,95,74,503,219,19,63,110,577,대형 음식 상권,1,864,소형 소매 상권,"분석 결과, 금천구 시흥1동은(는) 전반적으로 [대형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 1,958개의 점포 중, 약 864개가 이 핵심 상권 유형에 해당합니다."
금천구,시흥2동,9,243,37.45046875571781,126.91555181087944,16,52,9,15,47,38,0,20,7,39,소형 교육 상권,1,98,소형 소매 상권,"분석 결과, 금천구 시흥2동은(는) 전반적으로 [소형 교육 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 243개의 점포 중, 약 98개가 이 핵심 상권 유형에 해당합니다."
금천구,시흥3동,9,384,37.441129740611736,126.90365165776133,53,15,9,12,89,54,0,28,14,110,소형 음식 상권,1,152,소형 소매 상권,"분석 결과, 금천구 시흥3동은(는) 전반적으로 [소형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 384개의 점포 중, 약 152개가 이 핵심 상권 유형에 해당합니다."
금천구,시흥4동,9,387,37.45936397377987,126.90686644060959,25,44,16,12,117,74,0,9,13,77,소형 소매 상권,1,167,소형 소매 상권,"분석 결과, 금천구 시흥4동은(는) 전반적으로 [소형 소매 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 387개의 점포 중, 약 167개가 이 핵심 상권 유형에 해당합니다."
금천구,시흥5동,9,674,37.450657264008406,126.90848980638049,40,50,24,26,183,113,0,23,38,177,중형 소매 상권,1,294,소형 소매 상권,"분석 결과, 금천구 시흥5동은(는) 전반적으로 [중형 소매 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 674개의 점포 중, 약 294개가 이 핵심 상권 유형에 해당합니다."
노원구,공릉1동,10,1865,37.62281272727571,127.07438051491472,210,107,73,61,429,224,17,62,84,598,대형 음식 상권,1,726,소형 소매 상권,"분석 결과, 노원구 공릉1동은(는) 전반적으로 [대형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 1,865개의 점포 중, 약 726개가 이 핵심 상권 유형에 해당합니다."
노원구,공릉2동,10,1194,37.62601348617705,127.08107643526475,80,165,38,58,209,121,8,24,78,413,대형 음식 상권,1,415,소형 소매 상권,"분석 결과, 노원구 공릉2동은(는) 전반적으로 [대형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 1,194개의 점포 중, 약 415개가 이 핵심 상권 유형에 해당합니다."
노원구,상계10동,10,254,37.6585580953237,127.06049811152472,25,54,8,9,47,50,2,12,8,39,소형 교육 상권,1,86,소형 소매 상권,"분석 결과, 노원구 상계10동은(는) 전반적으로 [소형 교육 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 254개의 점포 중, 약 86개가 이 핵심 상권 유형에 해당합니다."
노원구,상계1동,10,1170,37.677060254600114,127.05485789774085,88,109,45,53,235,156,3,47,81,353,중형 음식 상권,1,464,소형 소매 상권,"분석 결과, 노원구 상계1동은(는) 전반적으로 [중형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 1,170개의 점포 중, 약 464개가 이 핵심 상권 유형에 해당합니다."
노원구,상계2동,10,2061,37.65694669863418,127.06484067589392,117,154,73,64,564,235,15,62,121,656,대형 음식 상권,1,899,소형 소매 상권,"분석 결과, 노원구 상계2동은(는) 전반적으로 [대형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 2,061개의 점포 중, 약 899개가 이 핵심 상권 유형에 해당합니다."
노원구,상계3.4동,10,738,37.66900245532335,127.07986679863839,68,56,25,40,194,78,3,56,44,174,중형 소매 상권,1,362,소형 소매 상권,"분석 결과, 노원구 상계3.4동은(는) 전반적으로 [중형 소매 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 738개의 점포 중, 약 362개가 이 핵심 상권 유형에 해당합니다."
노원구,상계5동,10,1069,37.662661798542686,127.06999932809478,96,101,19,51,260,170,8,42,46,276,중형 음식 상권,1,426,소형 소매 상권,"분석 결과, 노원구 상계5동은(는) 전반적으로 [중형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 1,069개의 점포 중, 약 426개가 이 핵심 상권 유형에 해당합니다."
노원구,상계6.7동,10,1247,37.65234630527392,127.06075103506433,76,151,185,41,234,148,20,26,64,302,대형 음식 상권,1,570,소형 소매 상권,"분석 결과, 노원구 상계6.7동은(는) 전반적으로 [대형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 1,247개의 점포 중, 약 570개가 이 핵심 상권 유형에 해당합니다."
노원구,상계8동,9,276,37.66590943039038,127.05594563414138,6,54,27,14,63,29,0,6,21,56,소형 소매 상권,1,131,소형 소매 상권,"분석 결과, 노원구 상계8동은(는) 전반적으로 [소형 소매 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 276개의 점포 중, 약 131개가 이 핵심 상권 유형에 해당합니다."
노원구,상계9동,9,286,37.666141740607394,127.06110113213774,12,64,26,17,67,36,0,2,9,53,소형 소매 상권,1,121,소형 소매 상권,"분석 결과, 노원구 상계9동은(는) 전반적으로 [소형 소매 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 286개의 점포 중, 약 121개가 이 핵심 상권 유형에 해당합니다."
노원구,월계1동,10,848,37.62036976465539,127.06055770300509,49,53,41,27,159,95,17,26,72,309,중형 음식 상권,1,342,소형 소매 상권,"분석 결과, 노원구 월계1동은(는) 전반적으로 [중형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 848개의 점포 중, 약 342개가 이 핵심 상권 유형에 해당합니다."
노원구,월계2동,10,327,37.63079238035131,127.05316157954402,26,42,8,17,76,50,2,9,13,84,소형 음식 상권,1,125,소형 소매 상권,"분석 결과, 노원구 월계2동은(는) 전반적으로 [소형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 327개의 점포 중, 약 125개가 이 핵심 상권 유형에 해당합니다."
노원구,월계3동,10,340,37.622997964865334,127.06425004286466,21,27,11,13,102,38,3,7,6,112,소형 음식 상권,1,142,소형 소매 상권,"분석 결과, 노원구 월계3동은(는) 전반적으로 [소형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 340개의 점포 중, 약 142개가 이 핵심 상권 유형에 해당합니다."
노원구,중계1동,9,698,37.65011762549518,127.07461286784913,21,279,35,23,112,64,0,9,28,127,중형 교육 상권,1,207,소형 소매 상권,"분석 결과, 노원구 중계1동은(는) 전반적으로 [중형 교육 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 698개의 점포 중, 약 207개가 이 핵심 상권 유형에 해당합니다."
노원구,중계2.3동,9,740,37.641472217244456,127.06581002309596,28,63,29,18,349,78,0,11,19,145,중형 소매 상권,1,426,소형 소매 상권,"분석 결과, 노원구 중계2.3동은(는) 전반적으로 [중형 소매 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 740개의 점포 중, 약 426개가 이 핵심 상권 유형에 해당합니다."
노원구,중계4동,10,698,37.659059123743305,127.07486723918964,28,79,25,22,130,80,5,24,72,233,중형 음식 상권,1,278,소형 소매 상권,"분석 결과, 노원구 중계4동은(는) 전반적으로 [중형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 698개의 점포 중, 약 278개가 이 핵심 상권 유형에 해당합니다."
노원구,중계본동,9,910,37.64923017262078,127.07990100939274,25,391,32,32,111,73,0,8,62,176,중형 교육 상권,1,245,소형 소매 상권,"분석 결과, 노원구 중계본동은(는) 전반적으로 [중형 교육 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 910개의 점포 중, 약 245개가 이 핵심 상권 유형에 해당합니다."
노원구,하계1동,10,618,37.63711056921001,127.07233723080851,41,77,16,22,162,61,1,17,35,186,소형 음식 상권,1,253,소형 소매 상권,"분석 결과, 노원구 하계1동은(는) 전반적으로 [소형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 618개의 점포 중, 약 253개가 이 핵심 상권 유형에 해당합니다."
노원구,하계2동,9,163,37.63535213109727,127.0653318206085,12,27,7,12,41,23,0,2,4,35,소형 소매 상권,1,66,소형 소매 상권,"분석 결과, 노원구 하계2동은(는) 전반적으로 [소형 소매 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 163개의 점포 중, 약 66개가 이 핵심 상권 유형에 해당합니다."
도봉구,도봉1동,10,995,37.67881700497262,127.04320293412744,61,44,20,39,262,116,11,38,56,348,중형 음식 상권,1,426,소형 소매 상권,"분석 결과, 도봉구 도봉1동은(는) 전반적으로 [중형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 995개의 점포 중, 약 426개가 이 핵심 상권 유형에 해당합니다."
도봉구,도봉2동,10,792,37.677157906040975,127.04701024568172,172,45,17,45,167,94,5,35,28,184,중형 음식 상권,1,297,소형 소매 상권,"분석 결과, 도봉구 도봉2동은(는) 전반적으로 [중형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 792개의 점포 중, 약 297개가 이 핵심 상권 유형에 해당합니다."
도봉구,방학1동,10,1489,37.66594315706404,127.04191339653485,90,105,60,65,364,192,4,48,116,445,대형 음식 상권,1,657,소형 소매 상권,"분석 결과, 도봉구 방학1동은(는) 전반적으로 [대형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 1,489개의 점포 중, 약 657개가 이 핵심 상권 유형에 해당합니다."
도봉구,방학2동,9,667,37.66592027495307,127.03461134923916,44,33,17,24,237,109,0,31,19,153,소형 소매 상권,1,328,소형 소매 상권,"분석 결과, 도봉구 방학2동은(는) 전반적으로 [소형 소매 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 667개의 점포 중, 약 328개가 이 핵심 상권 유형에 해당합니다."
도봉구,방학3동,9,332,37.66085645888812,127.02829794535789,16,65,19,16,65,36,0,3,21,91,소형 음식 상권,1,124,소형 소매 상권,"분석 결과, 도봉구 방학3동은(는) 전반적으로 [소형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 332개의 점포 중, 약 124개가 이 핵심 상권 유형에 해당합니다."
도봉구,쌍문1동,10,464,37.6524829428054,127.01886110023838,46,48,15,15,115,59,3,16,22,125,소형 음식 상권,1,186,소형 소매 상권,"분석 결과, 도봉구 쌍문1동은(는) 전반적으로 [소형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 464개의 점포 중, 약 186개가 이 핵심 상권 유형에 해당합니다."
도봉구,쌍문2동,10,716,37.6566234146341,127.03703814943307,39,79,36,22,152,104,5,22,43,214,중형 음식 상권,1,280,소형 소매 상권,"분석 결과, 도봉구 쌍문2동은(는) 전반적으로 [중형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 716개의 점포 중, 약 280개가 이 핵심 상권 유형에 해당합니다."
도봉구,쌍문3동,10,638,37.64799239465124,127.03223195252163,37,43,25,35,168,110,7,16,27,170,소형 음식 상권,1,278,소형 소매 상권,"분석 결과, 도봉구 쌍문3동은(는) 전반적으로 [소형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 638개의 점포 중, 약 278개가 이 핵심 상권 유형에 해당합니다."
도봉구,쌍문4동,9,306,37.65664331830297,127.03085542569085,16,89,7,15,52,51,0,4,22,50,소형 교육 상권,1,100,소형 소매 상권,"분석 결과, 도봉구 쌍문4동은(는) 전반적으로 [소형 교육 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 306개의 점포 중, 약 100개가 이 핵심 상권 유형에 해당합니다."
도봉구,창1동,10,638,37.64794293448115,127.03777068309606,45,50,35,40,121,103,1,16,36,191,소형 음식 상권,1,249,소형 소매 상권,"분석 결과, 도봉구 창1동은(는) 전반적으로 [소형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 638개의 점포 중, 약 249개가 이 핵심 상권 유형에 해당합니다."
도봉구,창2동,10,817,37.64273972795601,127.03713466265478,54,63,19,28,295,126,4,21,33,174,중형 소매 상권,1,400,소형 소매 상권,"분석 결과, 도봉구 창2동은(는) 전반적으로 [중형 소매 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 817개의 점포 중, 약 400개가 이 핵심 상권 유형에 해당합니다."
도봉구,창3동,9,536,37.63699138855978,127.03995258910373,34,18,18,21,162,93,0,14,17,159,소형 소매 상권,1,232,소형 소매 상권,"분석 결과, 도봉구 창3동은(는) 전반적으로 [소형 소매 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 536개의 점포 중, 약 232개가 이 핵심 상권 유형에 해당합니다."
도봉구,창4동,10,1047,37.6533317195315,127.05004719008548,134,104,31,48,324,88,10,52,43,213,중형 소매 상권,1,508,소형 소매 상권,"분석 결과, 도봉구 창4동은(는) 전반적으로 [중형 소매 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 1,047개의 점포 중, 약 508개가 이 핵심 상권 유형에 해당합니다."
도봉구,창5동,10,969,37.65423256269159,127.0437856533496,76,138,49,48,182,129,7,30,59,251,중형 음식 상권,1,375,소형 소매 상권,"분석 결과, 도봉구 창5동은(는) 전반적으로 [중형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 969개의 점포 중, 약 375개가 이 핵심 상권 유형에 해당합니다."
동대문구,답십리1동,10,913,37.57083316978681,127.0532315063122,66,135,45,56,199,108,14,43,39,208,중형 음식 상권,1,396,소형 소매 상권,"분석 결과, 동대문구 답십리1동은(는) 전반적으로 [중형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 913개의 점포 중, 약 396개가 이 핵심 상권 유형에 해당합니다."
동대문구,답십리2동,10,988,37.569202747998006,127.05937468021037,84,55,49,59,297,142,8,37,58,199,중형 소매 상권,1,508,소형 소매 상권,"분석 결과, 동대문구 답십리2동은(는) 전반적으로 [중형 소매 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 988개의 점포 중, 약 508개가 이 핵심 상권 유형에 해당합니다."
동대문구,신설동,10,1262,37.57542618268917,127.02698349945902,141,69,24,69,388,88,35,56,50,342,대형 소매 상권,1,622,소형 소매 상권,"분석 결과, 동대문구 신설동은(는) 전반적으로 [대형 소매 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 1,262개의 점포 중, 약 622개가 이 핵심 상권 유형에 해당합니다."
동대문구,용두동,10,1029,37.576662542828004,127.0368717179122,141,36,33,74,238,120,25,58,41,263,중형 음식 상권,1,469,소형 소매 상권,"분석 결과, 동대문구 용두동은(는) 전반적으로 [중형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 1,029개의 점포 중, 약 469개가 이 핵심 상권 유형에 해당합니다."
